iter	MultiClass
0	0.9516774634
1	0.8470500595
2	0.7617214013
3	0.69618603
4	0.6404184195
5	0.5949922449
6	0.5556414896
7	0.5234052425
8	0.4944005261
9	0.4681860094
10	0.4470851524
11	0.4281929396
12	0.4100406606
13	0.3960275411
14	0.3821925375
15	0.3697768636
16	0.3572346637
17	0.3464840068
18	0.3345920016
19	0.3251859593
20	0.315767802
21	0.3088798327
22	0.3006107198
23	0.293252071
24	0.2860732503
25	0.2853747798
26	0.2794264205
27	0.2747314085
28	0.2681753305
29	0.2621316901
30	0.2617422803
31	0.2552414378
32	0.2504578097
33	0.246038938
34	0.2418047184
35	0.2417521895
36	0.2372631689
37	0.2334510769
38	0.2296602137
39	0.2296308837
40	0.2262493887
41	0.2215599555
42	0.218824752
43	0.215521857
44	0.2136770487
45	0.2097882899
46	0.2063706894
47	0.2033916951
48	0.2032304813
49	0.2004054097
50	0.200397106
51	0.19820367
52	0.1981976677
53	0.1968481556
54	0.1968442707
55	0.1941832299
56	0.1941797133
57	0.1940624669
58	0.1918717743
59	0.1890200792
60	0.185867664
61	0.1858638896
62	0.1857569169
63	0.1854474144
64	0.1830224315
65	0.1816793635
66	0.1797016587
67	0.1796993204
68	0.1796975897
69	0.1796963193
70	0.1776548544
71	0.1752374571
72	0.1724340931
73	0.1713465994
74	0.169521547
75	0.1679225364
76	0.1679200692
77	0.1663884826
78	0.1648022498
79	0.1628253735
80	0.1620556677
81	0.1604420381
82	0.1589970423
83	0.1574626019
84	0.1564393287
85	0.1546568812
86	0.1531812297
87	0.1514544319
88	0.1499917975
89	0.1480335448
90	0.1461780209
91	0.145247359
92	0.144697794
93	0.1436286662
94	0.1430556169
95	0.1414569009
96	0.1410353072
97	0.1401303575
98	0.1387044639
99	0.1367765631
100	0.1355333607
101	0.1341857542
102	0.1328786536
103	0.1323816084
104	0.1310192724
105	0.12998741
106	0.1294965327
107	0.1277670191
108	0.1265955124
109	0.1254928842
110	0.1243057366
111	0.1231133508
112	0.1218794649
113	0.1207251179
114	0.1201944711
115	0.1195291511
116	0.1179641563
117	0.1167667901
118	0.1157703152
119	0.1149033398
120	0.1140871626
121	0.1138805545
122	0.1127167346
123	0.1116368082
124	0.111299513
125	0.1106649868
126	0.1103363083
127	0.1093822358
128	0.1086087648
129	0.1074243514
130	0.1064789325
131	0.1056383136
132	0.1050316076
133	0.1038933157
134	0.1035502576
135	0.1025767607
136	0.102277311
137	0.1021010271
138	0.101965645
139	0.1006659
140	0.1000162484
141	0.09930328783
142	0.09860831558
143	0.09818194405
144	0.09734880957
145	0.09712548349
146	0.09604639482
147	0.0951463334
148	0.094268762
149	0.09349541067
150	0.09285751504
151	0.09222807963
152	0.09194917751
153	0.09126099922
154	0.09067883614
155	0.0905071552
156	0.08989807405
157	0.08942021389
158	0.08899551783
159	0.08868274717
160	0.08781850593
161	0.08688296495
162	0.08639987583
163	0.0856957345
164	0.08486154133
165	0.08452232211
166	0.08388393857
167	0.08302677667
168	0.08285034548
169	0.08217318666
170	0.08148426269
171	0.08092773806
172	0.08018454527
173	0.07951979601
174	0.0788423426
175	0.07816775223
176	0.07800876623
177	0.07737273019
178	0.07712260113
179	0.07702652369
180	0.07657258507
181	0.07633415671
182	0.07550997957
183	0.07505426882
184	0.07468126852
185	0.0741094805
186	0.07356793388
187	0.07321030745
188	0.0730415816
189	0.07276202126
190	0.07239046169
191	0.07225632243
192	0.07193085223
193	0.07146852703
194	0.07070371878
195	0.07010579519
196	0.06942217382
197	0.06916721166
198	0.06847111629
199	0.06790193353
200	0.06757075567
201	0.06726396425
202	0.06674455323
203	0.06642238335
204	0.06583782213
205	0.06532258139
206	0.06524363154
207	0.0648429629
208	0.06454702064
209	0.06428998714
210	0.06378478083
211	0.06332409429
212	0.06305812646
213	0.06258561953
214	0.06238289627
215	0.06191224433
216	0.06182408858
217	0.06169643949
218	0.06133293969
219	0.06092077287
220	0.06048884097
221	0.06021619886
222	0.05992277902
223	0.05973371273
224	0.05951921512
225	0.05895866751
226	0.05874590521
227	0.05846332533
228	0.0580185742
229	0.05788555807
230	0.05765137823
231	0.05756603949
232	0.05713558513
233	0.05698970835
