iter	MultiClass
0	0.5830201852
1	0.5061040312
2	0.4454336497
3	0.3974185167
4	0.3580443415
5	0.3239083269
6	0.2969474505
7	0.2742988046
8	0.2555967489
9	0.2382040124
10	0.2229891724
11	0.2098129802
12	0.1989914746
13	0.1909676991
14	0.1818261056
15	0.1744205803
16	0.1677035831
17	0.1619829595
18	0.1569021464
19	0.1517848595
20	0.1480791693
21	0.1444426524
22	0.1401677427
23	0.1366668379
24	0.1331282626
25	0.1326249481
26	0.1323110083
27	0.1290842738
28	0.1283941623
29	0.125632906
30	0.1253857551
31	0.1223571133
32	0.1205456948
33	0.1180508022
34	0.1178733216
35	0.1153366158
36	0.1135276092
37	0.1117896355
38	0.1115947925
39	0.1099745622
40	0.1099712941
41	0.1083823916
42	0.1065432449
43	0.1048131882
44	0.1048113471
45	0.1035140416
46	0.1023280079
47	0.1022378545
48	0.1005092891
49	0.09912417773
50	0.0976888297
51	0.09634325767
52	0.09525673983
53	0.0952560678
54	0.09400063999
55	0.09241424146
56	0.09241369831
57	0.09159695034
58	0.09018505896
59	0.08930060155
60	0.08806475471
61	0.08760180811
62	0.08644323565
63	0.08561783412
64	0.08472293721
65	0.08377419496
66	0.08307334934
67	0.08198360944
68	0.08106820177
69	0.08044792624
70	0.07951335188
71	0.07900379578
72	0.07807958727
73	0.07733458092
74	0.07689127052
75	0.07662145922
76	0.07564003601
77	0.07472199545
78	0.07425067148
79	0.07343918468
80	0.07323363061
81	0.07242160066
82	0.07180692693
83	0.07084540688
84	0.07033029962
85	0.0698313119
86	0.06954423493
87	0.06910117769
88	0.068562333
89	0.06803534092
90	0.06760562764
91	0.06725750171
92	0.06669760311
93	0.06606334381
94	0.06544515802
95	0.0649004814
96	0.06446823189
97	0.0644044902
98	0.06377912841
99	0.06336911577
100	0.06289865255
101	0.06220618431
102	0.06166377693
103	0.06139874811
104	0.06116815397
105	0.06062617928
106	0.0600948328
107	0.05965291709
108	0.05940885932
109	0.05895731884
110	0.05835050695
111	0.0580015847
112	0.05763488125
113	0.05731766875
114	0.05690446166
115	0.05637799892
116	0.05628093184
117	0.05591024223
118	0.05542748913
119	0.05511881971
120	0.05464091812
121	0.05436616325
122	0.05424971775
123	0.05376401415
124	0.05365846844
125	0.05337322344
126	0.05313363514
127	0.05307203842
128	0.05280355738
129	0.0525814649
130	0.05233231166
131	0.0520870295
132	0.05183273477
133	0.05141868534
134	0.0510939378
135	0.05083134394
136	0.05046006975
137	0.05036097278
138	0.0501904794
139	0.04995342272
140	0.04968974716
141	0.04920306774
142	0.04900106255
143	0.04873591865
144	0.04848709682
145	0.04823066631
146	0.04797305744
147	0.04757047397
148	0.04749669784
149	0.04744459702
150	0.04719693974
151	0.04700410362
152	0.04669720174
153	0.04644015903
154	0.04615429264
155	0.04599428479
156	0.04587005569
157	0.04577353637
158	0.04563155829
159	0.04533332376
160	0.04520119599
161	0.04501106642
162	0.04468827053
163	0.0444741964
164	0.04434197197
165	0.04413349503
166	0.04378544734
167	0.04344523848
168	0.04326802019
169	0.04316128692
170	0.0429385132
171	0.04272741718
172	0.04257090757
173	0.04218877962
174	0.04199617826
175	0.04168695648
176	0.0414138955
177	0.04105507691
178	0.04078081916
179	0.04052670394
180	0.04026938046
181	0.0400586987
182	0.03973827333
183	0.03938756514
184	0.03909511652
185	0.03902574542
186	0.03876676948
187	0.03849120449
188	0.03828361592
189	0.03798255748
190	0.03783087177
191	0.03774065389
192	0.03756800403
193	0.0374353147
194	0.03723623008
195	0.03691950089
196	0.03673735283
197	0.03657475122
198	0.03637266778
199	0.03612192652
200	0.03597341454
201	0.03588317595
202	0.03564837932
203	0.03546881812
204	0.03525407886
205	0.03503504274
206	0.03485833768
207	0.03471598906
208	0.03448127758
209	0.03438459486
210	0.03409985158
211	0.03396072273
212	0.03371780188
213	0.03351662062
214	0.03345370055
215	0.03338376559
216	0.03334354959
217	0.03315597465
218	0.03302705745
219	0.03288923353
220	0.03278425398
221	0.03272306693
222	0.03255215238
223	0.03241696595
224	0.03228009024
225	0.03222731738
226	0.03206722208
227	0.0319361645
228	0.03183875911
229	0.03157516641
230	0.03147032725
231	0.03129674529
232	0.03113082955
233	0.03105984051
234	0.03088300656
235	0.03070121293
236	0.03054283223
237	0.03044555802
238	0.0302229339
239	0.03014825099
240	0.03004730133
241	0.02998799688
242	0.02995604318
243	0.0297715177
244	0.02956819376
245	0.02940329297
246	0.02931917631
247	0.02916626391
248	0.02898383738
249	0.02876369425
250	0.02864958474
251	0.0285117217
252	0.02845767612
253	0.02835254928
254	0.02818749429
255	0.02798794938
256	0.02780803836
257	0.02766039174
258	0.02748976027
259	0.02731497004
260	0.02720296178
261	0.0270125215
262	0.02684112365
263	0.02674258823
264	0.02660363659
265	0.02646573902
266	0.02637386408
267	0.02623434398
268	0.0261308719
269	0.02600781195
270	0.02587023659
271	0.02576589455
272	0.02574704085
273	0.02572323898
274	0.02563781968
275	0.02554096895
276	0.02540182859
277	0.02526231769
278	0.02513127622
279	0.02507283943
280	0.02493870017
281	0.02484060434
282	0.02478875438
283	0.02472170546
284	0.02462428627
285	0.02450491098
286	0.02446450626
287	0.02436766934
288	0.02423037476
289	0.02420278696
290	0.02407229094
291	0.02405001955
292	0.02403086897
293	0.02392231523
294	0.02387548018
295	0.02376636718
296	0.02362908641
297	0.02351570877
298	0.02348751569
299	0.0233628309
300	0.0232912849
301	0.02317854477
302	0.0231349479
303	0.02299134267
304	0.02288455186
305	0.02275778424
306	0.02270918626
307	0.02260752084
308	0.02255838662
309	0.02250756081
310	0.0223738013
311	0.02229909998
312	0.0222325781
313	0.02216881339
314	0.02215046372
315	0.02202907464
316	0.02196512812
317	0.02187645914
318	0.02172951216
319	0.02169084736
320	0.02160093328
321	0.02153247816
322	0.02144875275
323	0.02139127107
324	0.02133302761
325	0.02129739845
326	0.02117920382
327	0.0211313193
328	0.02109569014
329	0.02098831476
330	0.02089894843
331	0.02079450282
332	0.02070069004
333	0.02062894151
334	0.02059434341
335	0.02050013247
336	0.0204557462
337	0.02037681246
338	0.02031051152
339	0.02024035101
340	0.02018010757
341	0.02011479166
342	0.02006177025
343	0.0199892139
344	0.01991679104
345	0.01983807134
346	0.01976845858
347	0.01975319058
348	0.01972559128
349	0.01968778722
350	0.01958831281
351	0.01950359086
352	0.01940956864
353	0.01934259107
354	0.01924453436
355	0.01917218515
356	0.01911282431
357	0.01907302718
358	0.01897970807
359	0.01896722141
360	0.01889089294
361	0.01882132391
362	0.01878687541
363	0.01869711437
364	0.0186159482
365	0.01853601332
366	0.01844505552
367	0.018393583
368	0.0183447215
369	0.01826411919
370	0.01820523246
371	0.01812254502
372	0.01808840606
373	0.01803316948
374	0.01800076929
375	0.01794955569
376	0.01788632952
377	0.01785840341
378	0.01780998955
379	0.01775818677
380	0.01768901704
381	0.01765737979
382	0.0175980811
383	0.01753590211
384	0.01748884152
385	0.01745718241
386	0.0174013601
387	0.01735322357
388	0.01728929085
389	0.01727388132
390	0.01724096905
391	0.01715640475
392	0.01706679676
393	0.01699597343
394	0.01694815565
395	0.01689232183
396	0.01684437632
397	0.01680047566
398	0.01674174428
399	0.01667236282
400	0.01666433642
401	0.01662873603
402	0.01657118301
403	0.01651299478
404	0.01644962823
405	0.01641320621
406	0.01636672559
407	0.01635663247
408	0.01628911405
409	0.01622690514
410	0.01615823944
411	0.01611712932
412	0.01604403903
413	0.01598900152
414	0.01595808003
415	0.01591101139
416	0.01588176307
417	0.01585252857
418	0.01581722047
419	0.01575805641
420	0.01570507067
421	0.01564202402
422	0.01559892312
423	0.01556274851
424	0.01553214693
425	0.01547195527
426	0.01542094649
427	0.01536265009
428	0.01532395882
429	0.01526636437
430	0.01521945683
431	0.01517375296
432	0.01512699731
433	0.01509854761
434	0.0150498196
435	0.0150249487
436	0.01497797901
437	0.01495918285
438	0.01489599812
439	0.01484999275
440	0.01484022069
441	0.01479208185
442	0.01473712375
443	0.01472805017
444	0.01470752215
445	0.0146510819
446	0.0145806383
447	0.01453922554
448	0.01448627892
449	0.01445763359
450	0.01442031055
451	0.01439119917
452	0.01435183817
453	0.01430820333
454	0.01427119443
455	0.01424128445
456	0.01421369205
457	0.01417684656
458	0.01416254288
459	0.01410025227
460	0.01403995819
461	0.01400609426
462	0.01398451332
463	0.01395587029
464	0.01392544017
465	0.01387768914
466	0.01383301173
467	0.01380974035
468	0.01375803768
469	0.01371251677
470	0.0136795884
471	0.01364322507
472	0.01361624831
473	0.01359166049
474	0.01355752154
475	0.0135193481
476	0.01350973253
477	0.01349562218
478	0.01346324616
479	0.01343404502
480	0.01338563922
481	0.01336447369
482	0.01332010238
483	0.01328627642
484	0.01324039419
485	0.01321807792
486	0.01316695638
487	0.01314155843
488	0.01311549191
489	0.01308127126
490	0.01303910476
491	0.01303344197
492	0.01301060327
493	0.01297641484
494	0.01294029316
495	0.01293009417
496	0.01289833495
497	0.0128812695
498	0.01283219512
499	0.01281570158
500	0.01278506548
501	0.01275315321
502	0.01272070584
503	0.01269716059
504	0.01268293861
505	0.01266607569
506	0.01264825651
507	0.01262631999
508	0.01259534672
509	0.01256462086
510	0.01255344374
511	0.01253044393
512	0.0124950944
513	0.01246491284
514	0.01244398321
515	0.01240103651
516	0.01238024612
517	0.012352694
518	0.01233705201
519	0.01231084395
520	0.01226839322
521	0.01224483185
522	0.01221502428
523	0.01218708896
524	0.01216680029
525	0.01214702485
526	0.01211240604
527	0.01207392306
528	0.01204357003
529	0.01199452327
530	0.01195202075
531	0.01194161117
532	0.01190080254
533	0.0118577937
534	0.01181650061
535	0.01180784246
536	0.01178970797
537	0.01175317779
538	0.01171586855
539	0.01167480561
540	0.01165136047
541	0.01162022839
542	0.01160888212
543	0.01158637828
544	0.01155111736
545	0.01153163191
546	0.01152731088
547	0.01148497753
548	0.01145549331
549	0.01140214279
550	0.0113741085
551	0.01133847359
552	0.01130026333
553	0.01126772735
554	0.01124359522
555	0.01122400735
556	0.01121774849
557	0.01118184546
558	0.01116255218
559	0.01113559729
560	0.01111862965
561	0.01110885758
562	0.01106414104
563	0.01104117691
564	0.01101090099
565	0.01098306808
566	0.01093804775
567	0.01091106179
568	0.01088808155
569	0.01086670658
570	0.01085190234
571	0.01082333181
572	0.01081146655
573	0.01077184893
574	0.01076094223
575	0.01074018637
576	0.01070573096
577	0.01069420747
578	0.01067222607
579	0.01064098007
580	0.01061252807
581	0.01057070909
582	0.01055214538
583	0.01053611445
584	0.01052439303
585	0.01049934606
586	0.01047430484
587	0.01045485507
588	0.01043442601
589	0.01042787716
590	0.01040324215
591	0.01039166112
592	0.01037389948
593	0.01036608021
594	0.01035314937
595	0.01032408978
596	0.01030157673
597	0.01028158956
598	0.01025641371
599	0.01023182588
600	0.01020206664
601	0.01017468598
602	0.01015212345
603	0.01013583936
604	0.0101005301
605	0.01007000907
606	0.01005575028
607	0.01002393006
608	0.01001526961
609	0.009995443537
610	0.009970479421
611	0.009963650941
612	0.009955972064
613	0.009935849105
614	0.009905404023
615	0.009884504315
616	0.009857860122
617	0.009846735936
618	0.00981862225
619	0.009793772057
620	0.009781925207
621	0.009764209592
622	0.009746068204
623	0.009729704706
624	0.0097012481
625	0.009679800641
626	0.00965842913
627	0.009636885009
628	0.009619726926
629	0.009594215059
630	0.009587426279
631	0.009575663433
632	0.009544261512
633	0.009523944653
634	0.009502562211
635	0.009474775334
636	0.009456751321
637	0.009438360798
638	0.009425341346
639	0.009411209705
640	0.009385786445
641	0.009376883758
642	0.009347947295
643	0.009330602217
644	0.00930700748
645	0.009291921302
646	0.00927523157
647	0.009252024632
648	0.009230075451
649	0.00921143119
650	0.009196401973
651	0.009179852056
652	0.009165632383
653	0.009160976496
654	0.009139594629
655	0.009117260526
656	0.009097857353
657	0.009084924206
658	0.009068763238
659	0.009048273193
660	0.009037881451
661	0.009021171581
662	0.008996611375
663	0.008971932643
664	0.008956634729
665	0.008937727524
666	0.008912570085
667	0.008888320002
668	0.008860044062
669	0.008847426793
670	0.008829392998
671	0.008804519216
672	0.008778626455
673	0.008757112828
674	0.008724695957
675	0.00870681406
676	0.008686287766
677	0.008669718286
678	0.008652610261
679	0.008639571246
680	0.008637700146
681	0.008613532341
682	0.00859864524
683	0.008576422184
684	0.008555210626
685	0.008539964495
686	0.008522432998
687	0.008514347335
688	0.008493104132
689	0.008483070845
690	0.008462758014
691	0.008441331843
692	0.008437155814
693	0.008420724998
694	0.008413805034
695	0.00841047077
696	0.008393789668
697	0.008371588475
698	0.008361826188
699	0.008343544984
700	0.008326320734
701	0.008310026281
702	0.008295003969
703	0.008276279156
704	0.00826860143
705	0.00824691059
706	0.008239903745
707	0.008230994729
708	0.008219999426
709	0.008199274054
710	0.008195027255
711	0.008175435361
712	0.008168446928
713	0.008155039101
714	0.008137645693
715	0.00812290301
716	0.008117787403
717	0.00810077719
718	0.008088226664
719	0.00807182289
720	0.008054737879
721	0.008039864012
722	0.008036355987
723	0.008028639711
724	0.008015812432
725	0.008007554159
726	0.007996910981
727	0.007985305211
728	0.007970701192
729	0.007959968256
730	0.007943469547
731	0.007923270638
732	0.007912007788
733	0.00789498204
734	0.007888675419
735	0.007867550167
736	0.007851467449
737	0.007843735639
738	0.007830829534
739	0.007817577057
740	0.007803229077
741	0.007791576127
742	0.007779796595
743	0.007761228858
744	0.007751673127
745	0.007738160008
746	0.007735089839
747	0.007719231515
748	0.007711111906
749	0.007705090093
750	0.007688646043
751	0.007669709495
752	0.007649600919
753	0.007638484213
754	0.007633841559
755	0.007628514216
756	0.007612943002
757	0.007595755
758	0.007581462831
759	0.007563860564
760	0.007551999329
761	0.007545143231
762	0.007532085804
763	0.007527330378
764	0.007518568082
765	0.007506160247
766	0.007489185132
767	0.007479752531
768	0.007463703184
769	0.007450608934
770	0.007438053229
771	0.007421441172
772	0.007411288784
773	0.0074052359
774	0.007389100249
775	0.007374201641
776	0.007363278833
777	0.007345711088
778	0.007332639277
779	0.00731426659
780	0.007302591776
781	0.007292290367
782	0.007285750721
783	0.007272379718
784	0.007261878657
785	0.007256889056
786	0.007250038711
787	0.007234831705
788	0.007225729941
789	0.007220779465
790	0.007214182858
791	0.00720420193
792	0.007188663511
793	0.007176217127
794	0.007161828296
795	0.00714734683
796	0.007133935551
797	0.00711578093
798	0.007102129722
799	0.00709051417
800	0.007081514822
801	0.0070691277
802	0.007054456363
803	0.007042326431
804	0.007029985339
805	0.007020545258
806	0.007007639153
807	0.00699549944
808	0.00698705072
809	0.006980359752
810	0.006964871966
811	0.006952368044
812	0.006942972267
813	0.006929077678
814	0.006915444306
815	0.006901501387
816	0.006892836903
817	0.006882057363
818	0.006872117286
819	0.006861572496
820	0.006856834906
821	0.006837207915
822	0.006828776456
823	0.006822036007
824	0.006812495811
825	0.00679816049
826	0.006783679024
827	0.006776676207
828	0.006767308047
829	0.00676462395
830	0.006757746563
831	0.006743297318
832	0.006731998795
833	0.006718495457
834	0.006707507633
835	0.006700226336
836	0.006688434146
837	0.006678592457
838	0.006666873915
839	0.006652598431
840	0.006640284381
841	0.006628885168
842	0.006614572862
843	0.006608375561
844	0.006598942959
845	0.006587678958
846	0.006574639368
847	0.006567032988
848	0.006555094654
849	0.006550432438
850	0.006539281785
851	0.006528829629
852	0.006513742876
853	0.006502989802
854	0.006498798813
855	0.006487480152
856	0.00647583238
857	0.006468292167
858	0.006457467748
859	0.006444093293
860	0.00643584365
861	0.006422658492
862	0.006419412834
863	0.006404910656
864	0.006398976874
865	0.006388195032
866	0.006380810745
867	0.006369481727
868	0.006360172254
869	0.00635249568
870	0.006338658052
871	0.006331071235
872	0.006323063248
873	0.006320072479
874	0.006315394153
875	0.006302034657
876	0.006296783263
877	0.006292491585
878	0.0062874105
879	0.006283082574
880	0.006274002098
881	0.006266564302
882	0.006254827922
883	0.006244367712
884	0.006232731447
885	0.006224491585
886	0.006215972095
887	0.006204940543
888	0.006192833626
889	0.006182518983
890	0.006167102543
891	0.006155130838
892	0.006152594611
893	0.00614555497
894	0.006135426747
895	0.006124892314
896	0.006112640404
897	0.006104878099
898	0.006100242925
899	0.00609529245
900	0.006089571554
901	0.006078647596
902	0.006067805341
903	0.006059497586
904	0.006047552348
905	0.00603758753
906	0.006028169313
907	0.006018510591
908	0.006010645871
909	0.006005731643
910	0.006001015342
911	0.005988450432
912	0.005981174889
913	0.005969517335
914	0.005962871822
915	0.005957206162
916	0.005953865569
917	0.00594537945
918	0.005936305304
919	0.005925251887
920	0.005917815242
921	0.005905810165
922	0.005903435041
923	0.005895152027
924	0.005889555987
925	0.005881844315
926	0.005876091199
927	0.005865651702
928	0.005858701243
929	0.005855242699
930	0.005844300329
931	0.005834815944
932	0.005827597364
933	0.00582108361
934	0.005813612442
935	0.005806132643
936	0.005799052151
937	0.005793022282
938	0.005788616681
939	0.005781766336
940	0.005766607086
941	0.005757795308
942	0.005754615818
943	0.005744729826
944	0.005731544092
945	0.005721685142
946	0.005710324479
947	0.005700003507
948	0.005696432191
949	0.005690345937
950	0.005684633097
951	0.005675382887
952	0.005670725274
953	0.005667244291
954	0.005661689102
955	0.005660474498
956	0.005657287529
957	0.00565382093
958	0.005648423967
959	0.005641924022
960	0.005638262949
961	0.005632355059
962	0.005621771719
